시장,종목명,종목코드
KOSDAQ,유진테크,084370
KOSDAQ,유티아이,179900
KOSDAQ,유틸렉스,263050
KOSDAQ,육일씨엔에쓰,191410
KOSDAQ,윤성에프앤씨,372170
KOSDAQ,율촌,146060
KOSDAQ,이글루,067920
KOSDAQ,이글벳,044960
KOSDAQ,이노뎁,303530
KOSDAQ,이노메트리,302430
KOSDAQ,이노스페이스,462350
KOSDAQ,이노시뮬레이션,274400
KOSDAQ,이노에이엑스,296640
KOSDAQ,이노인스트루먼트,215790
KOSDAQ,이노진,344860
KOSDAQ,이노테나,333050
KOSDAQ,이노테크,469610
KOSDAQ,이녹스,088390
KOSDAQ,이니텍,053350
KOSDAQ,이닉스,452400
KOSDAQ,이랜시스,264850
KOSDAQ,이랜텍,054210
KOSDAQ,이렘,009730
KOSDAQ,이미지스,115610
KOSDAQ,이상네트웍스,080010
KOSDAQ,이수앱지스,086890
KOSDAQ,이스트에이드,239340
KOSDAQ,이씨에스,067010
KOSDAQ,이엔셀,456070
KOSDAQ,이엘씨,041520
KOSDAQ,이엘피,063760
KOSDAQ,이엠넷,123570
KOSDAQ,이엠앤아이,083470
KOSDAQ,이엠텍,091120
KOSDAQ,이오플로우,294090
KOSDAQ,이원컴포텍,088290
KOSDAQ,이지스,261520
KOSDAQ,이지케어텍,099750
KOSDAQ,이지트로닉스,377330
KOSDAQ,이크레더블,092130
KOSDAQ,이퓨쳐,134060
KOSDAQ,이화공영,001840
KOSDAQ,인베니아,079950
KOSDAQ,인벤테라,0007J0
KOSDAQ,인벤티지랩,389470
KOSDAQ,인성정보,033230
KOSDAQ,인스웨이브,450520
KOSDAQ,인스피언,465480
KOSDAQ,인지디스플레,037330
KOSDAQ,인콘,083640
KOSDAQ,인크레더블버즈,064090
KOSDAQ,인탑스,049070
KOSDAQ,인터로조,119610
KOSDAQ,인터엠,017250
KOSDAQ,인터플렉스,051370
KOSDAQ,인텔리안테크,189300
KOSDAQ,인투셀,287840
KOSDAQ,인티큐브,070590
KOSDAQ,일승,333430
KOSDAQ,일월지엠엘,178780
KOSDAQ,일지테크,019540
KOSDAQ,일진파워,094820
KOSDAQ,잉글우드랩,950140
KOSDAQ,자비스,254120
KOSDAQ,자이글,234920
KOSDAQ,자이언트스텝,289220
KOSDAQ,재영솔루텍,049630
KOSDAQ,저스템,417840
KOSDAQ,정다운,208140
KOSDAQ,정상제이엘에스,040420
KOSDAQ,정원엔시스,045510
KOSDAQ,제너셈,217190
KOSDAQ,제넥신,095700
KOSDAQ,제노레이,122310
KOSDAQ,제노코,361390
KOSDAQ,제놀루션,225220
KOSDAQ,제닉,123330
KOSDAQ,제로투세븐,159580
KOSDAQ,제룡전기,033100
KOSDAQ,제우스,079370
KOSDAQ,제이브이엠,054950
KOSDAQ,제이아이테크,417500
KOSDAQ,제이앤티씨,204270
KOSDAQ,제이에스링크,127120
KOSDAQ,제이에스티나,026040
KOSDAQ,제이엔비,452160
KOSDAQ,제이엘케이,322510
KOSDAQ,제이엠아이,033050
KOSDAQ,제이엠티,094970
KOSDAQ,제이오,418550
KOSDAQ,제이케이시냅스,060230
KOSDAQ,제이티,089790
KOSDAQ,제일엠앤에스,412540
KOSDAQ,제일일렉트릭,199820
KOSDAQ,제일테크노스,038010
KOSDAQ,젝시믹스,337930
KOSDAQ,젬백스,082270
KOSDAQ,져스텍,153890
KOSDAQ,조이시티,067000
KOSDAQ,조이웍스앤코,309930
KOSDAQ,졸스,018700
KOSDAQ,좋은사람들,033340
KOSDAQ,중앙에너비스,000440
KOSDAQ,지노믹트리,228760
KOSDAQ,지놈앤컴퍼니,314130
KOSDAQ,지니너스,389030
KOSDAQ,지니언스,263860
KOSDAQ,지니틱스,303030
KOSDAQ,지란지교시큐리티,208350
KOSDAQ,지슨,446840
KOSDAQ,지씨셀,144510
KOSDAQ,지씨지놈,340450
KOSDAQ,지아이에스,306620
KOSDAQ,지아이이노베이션,358570
KOSDAQ,지아이텍,382480
KOSDAQ,지에스이,053050
KOSDAQ,지에프씨생명과학,388610
KOSDAQ,지에프아이,493330
KOSDAQ,지엔코,065060
KOSDAQ,지오엘리먼트,311320
KOSDAQ,지투파워,388050
KOSDAQ,진로발효,018120
KOSDAQ,진매트릭스,109820
KOSDAQ,진성티이씨,036890
KOSDAQ,진영,285800
KOSDAQ,차이커뮤니케이션,351870
KOSDAQ,창해에탄올,004650
KOSDAQ,채비,0011T0
KOSDAQ,청보,013720
KOSDAQ,체리부로,066360
KOSDAQ,카나프테라퓨틱스,0082N0
KOSDAQ,카스,016920
KOSDAQ,카티스,140430
KOSDAQ,카페24,042000
KOSDAQ,캐리,313760
KOSDAQ,캐스텍코리아,071850
KOSDAQ,캐프,198080
KOSDAQ,캠시스,050110
KOSDAQ,캡스톤파트너스,452300
KOSDAQ,컨텍,451760
KOSDAQ,컬러레이,900310
KOSDAQ,컴퍼니케이,307930
KOSDAQ,케스피온,079190
KOSDAQ,케어랩스,263700
KOSDAQ,케이디켐,221980
KOSDAQ,케이사인,192250
KOSDAQ,케이쓰리아이,431190
KOSDAQ,케이씨에스,115500
KOSDAQ,케이씨티,089150
KOSDAQ,케이씨피드,025880
KOSDAQ,케이아이엔엑스,093320
KOSDAQ,케이알엠,093640
KOSDAQ,케이에스피,073010
KOSDAQ,케이엔더블유,105330
KOSDAQ,케이엔솔,053080
KOSDAQ,케이엔에스,432470
KOSDAQ,케이엔제이,272110
KOSDAQ,케이엘넷,039420
KOSDAQ,케이엠,083550
KOSDAQ,케이엠더블유,032500
KOSDAQ,케이옥션,102370
KOSDAQ,케이웨더,068100
KOSDAQ,케이이엠텍,106080
KOSDAQ,케이지에이,455180
KOSDAQ,케이티알파,036030
KOSDAQ,케이프,064820
KOSDAQ,케이피에프,024880
KOSDAQ,케이피엠테크,042040
KOSDAQ,케이피티유,054410
KOSDAQ,케일럼,258610
KOSDAQ,켐트로닉스,089010
KOSDAQ,켐트로스,220260
KOSDAQ,코나아이,052400
KOSDAQ,코닉오토메이션,391710
KOSDAQ,코다코,046070
KOSDAQ,코데즈컴바인,047770
KOSDAQ,코디,080530
KOSDAQ,코렌텍,104540
KOSDAQ,코리아나,027050
KOSDAQ,코리아에프티,123410
KOSDAQ,코맥스,036690
KOSDAQ,코메론,049430
KOSDAQ,코미코,183300
KOSDAQ,코세스,089890
KOSDAQ,코셈,360350
KOSDAQ,코스나인,082660
KOSDAQ,코스텍시스,355150
KOSDAQ,코아스템켐온,166480
KOSDAQ,코아시아,045970
KOSDAQ,코아시아씨엠,196450
KOSDAQ,코오롱생명과학,102940
KOSDAQ,코오롱티슈진,950160
KOSDAQ,코위버,056360
KOSDAQ,코윈테크,282880
KOSDAQ,코이즈,121850
KOSDAQ,코칩,126730
KOSDAQ,코콤,015710
KOSDAQ,코텍,052330
KOSDAQ,코퍼스코리아,322780
KOSDAQ,콜마비앤에이치,200130
KOSDAQ,쿠콘,294570
KOSDAQ,쿼드메디슨,464490
KOSDAQ,큐라클,365270
KOSDAQ,큐라티스,348080
KOSDAQ,큐렉소,060280
KOSDAQ,큐로셀,372320
KOSDAQ,큐리언트,115180
KOSDAQ,큐리오시스,494120
KOSDAQ,큐브엔터,182360
KOSDAQ,큐알티,405100
KOSDAQ,큐에스아이,066310
KOSDAQ,큐에이드,377460
KOSDAQ,크라우드웍스,355390
KOSDAQ,크레오에스지,040350
KOSDAQ,크리스에프앤씨,110790
KOSDAQ,크린앤사이언스,045520
KOSDAQ,클리오,237880
KOSDAQ,키네마스터,139670
KOSDAQ,키스트론,475430
KOSDAQ,키이스트,054780
KOSDAQ,킵스파마,256940
KOSDAQ,타이거일렉,219130
KOSDAQ,탑머티리얼,360070
KOSDAQ,태광,023160
KOSDAQ,태성,323280
KOSDAQ,태양,053620
KOSDAQ,태웅,044490
KOSDAQ,태웅로직스,124560
KOSDAQ,테고사이언스,191420
KOSDAQ,테라사이언스,073640
KOSDAQ,테크엘,064520
KOSDAQ,테크윙,089030
KOSDAQ,토모큐브,475960
KOSDAQ,토박스코리아,215480
KOSDAQ,토비스,051360
KOSDAQ,톱텍,108230
KOSDAQ,트루엔,417790
KOSDAQ,트윔,290090
KOSDAQ,티비씨,033830
KOSDAQ,티사이언티픽,057680
KOSDAQ,티쓰리,204610
KOSDAQ,티씨머티리얼즈,125020
KOSDAQ,티씨케이,064760
KOSDAQ,티앤엘,340570
KOSDAQ,티에스아이,277880
KOSDAQ,티에스이,131290
KOSDAQ,티에프이,425420
KOSDAQ,티엘비,356860
KOSDAQ,티이엠씨,425040
KOSDAQ,티이엠씨씨엔에스,241790
KOSDAQ,티케이지애강,022220
KOSDAQ,티플랙스,081150
KOSDAQ,팅크웨어,084730
KOSDAQ,파두,440110
KOSDAQ,파라택시스이더리움,290560
KOSDAQ,파라택시스코리아,288330
KOSDAQ,파라텍,033540
KOSDAQ,파루,043200
KOSDAQ,파버나인,177830
KOSDAQ,파세코,037070
KOSDAQ,파워넷,037030
KOSDAQ,파워로직스,047310
KOSDAQ,파이버프로,368770
KOSDAQ,파이오링크,170790
KOSDAQ,파이온엑스,900100
KOSDAQ,파인디앤씨,049120
KOSDAQ,파인디지털,038950
KOSDAQ,파인메딕스,387570
KOSDAQ,파인엠텍,441270
KOSDAQ,파인테크닉스,106240
KOSDAQ,파인텍,131760
KOSDAQ,파커스,065690
KOSDAQ,파트론,091700
KOSDAQ,판타지오,032800
KOSDAQ,팬스타엔터프라이즈,054300
KOSDAQ,팸텍,271830
KOSDAQ,펌텍코리아,251970
KOSDAQ,페스카로,0015S0
KOSDAQ,펨트론,168360
KOSDAQ,펩트론,087010
KOSDAQ,포니링크,064800
KOSDAQ,포메탈,119500
KOSDAQ,포바이포,389140
KOSDAQ,포스뱅크,105760
KOSDAQ,포시에스,189690
KOSDAQ,포커스에이아이,331380
KOSDAQ,포톤,208710
KOSDAQ,폰드그룹,472850
KOSDAQ,폴라리스세원,234100
KOSDAQ,폴라리스오피스,041020
KOSDAQ,폴라리스우노,114630
KOSDAQ,폴레드,487580
KOSDAQ,푸드나무,290720
KOSDAQ,푸드웰,005670
KOSDAQ,풍강,093380
KOSDAQ,풍국주정,023900
KOSDAQ,풍원정밀,371950
KOSDAQ,퓨런티어,370090
KOSDAQ,퓨릿,445180
KOSDAQ,퓨쳐켐,220100
KOSDAQ,프럼파스트,035200
KOSDAQ,프로이천,321260
KOSDAQ,프로텍,053610
KOSDAQ,프로티나,468530
KOSDAQ,프로티아,303360
KOSDAQ,프리엠스,053160
KOSDAQ,플라즈맵,405000
KOSDAQ,플래스크,041590
KOSDAQ,플래티어,367000
KOSDAQ,플랜티넷,075130
KOSDAQ,플레이디,237820
KOSDAQ,플레이위드,023770
KOSDAQ,플루토스,019570
KOSDAQ,플리토,300080
KOSDAQ,피노,033790
KOSDAQ,피델릭스,032580
KOSDAQ,피씨디렉트,051380
KOSDAQ,피아이이,452450
KOSDAQ,피앤씨테크,237750
KOSDAQ,피에스텍,002230
KOSDAQ,피에이치에이,043370
KOSDAQ,피엔에이치테크,239890
KOSDAQ,피엔티,137400
KOSDAQ,피엔티엠에스,257370
KOSDAQ,피엠티,147760
KOSDAQ,피제이메탈,128660
KOSDAQ,피코그램,376180
KOSDAQ,픽셀플러스,087600
KOSDAQ,핀텔,291810
KOSDAQ,필옵틱스,161580
KOSDAQ,핌스,347770
KOSDAQ,핑거,163730
KOSDAQ,핑거스토리,417180
KOSDAQ,하나기술,299030
KOSDAQ,하나머티리얼즈,166090
KOSDAQ,하림,136480
KOSDAQ,하스,450330
KOSDAQ,하이드로리튬,101670
KOSDAQ,하이딥,365590
KOSDAQ,하이로닉,149980
KOSDAQ,하이록코리아,013030
KOSDAQ,하이퍼코퍼레이션,065650
KOSDAQ,하츠,066130
KOSDAQ,한국경제TV,039340
KOSDAQ,한국기업평가,034950
KOSDAQ,한국맥널티,222980
KOSDAQ,한국비엔씨,256840
KOSDAQ,한국비티비,219750
KOSDAQ,한국알콜,017890
KOSDAQ,한국정보공학,039740
KOSDAQ,한국컴퓨터,054040
KOSDAQ,한국큐빅,021650
KOSDAQ,한국파마,032300
KOSDAQ,한국팩키지,037230
KOSDAQ,한국피아이엠,448900
KOSDAQ,한네트,052600
KOSDAQ,한라IMS,092460
KOSDAQ,한라캐스트,125490
KOSDAQ,한성크린텍,066980
KOSDAQ,한솔아이원스,114810
KOSDAQ,한싹,430690
KOSDAQ,한양디지텍,078350
KOSDAQ,한양이엔지,045100
KOSDAQ,한울앤제주,276730
KOSDAQ,한일단조,024740
KOSDAQ,한주라이트메탈,198940
KOSDAQ,한주에이알티,058450
KOSDAQ,한중엔시에스,107640
KOSDAQ,한컴위드,054920
KOSDAQ,한켐,457370
KOSDAQ,한탑,002680
KOSDAQ,한텍,098070
KOSDAQ,한패스,408470
KOSDAQ,해성옵틱스,076610
KOSDAQ,헝셩그룹,900270
KOSDAQ,헥토이노베이션,214180
KOSDAQ,헥토파이낸셜,234340
KOSDAQ,헬릭스미스,084990
KOSDAQ,현대무벡스,319400
KOSDAQ,현대에버다임,041440
KOSDAQ,현대에이치티,039010
KOSDAQ,현대이지웰,090850
KOSDAQ,현대힘스,460930
KOSDAQ,형지I&C,011080
KOSDAQ,홈캐스트,064240
KOSDAQ,화인써키트,127980
KOSDAQ,효성오앤비,097870
KOSDAQ,휴네시온,290270
KOSDAQ,휴럼,353190
KOSDAQ,휴림에이텍,078590
KOSDAQ,휴마시스,205470
KOSDAQ,휴맥스,115160
KOSDAQ,휴메딕스,200670
KOSDAQ,휴비츠,065510
KOSDAQ,휴엠앤씨,263920
KOSDAQ,휴온스,243070
KOSDAQ,희림,037440
KOSDAQ,힘스,238490
KOSPI,AJ네트웍스,095570
KOSPI,BGF,027410
KOSPI,BGF리테일,282330
KOSPI,BYC,001460
KOSPI,BYC우,001465
KOSPI,CJ,001040
KOSPI,CJ4우(전환),00104K
KOSPI,CJ씨푸드,011150
KOSPI,CJ씨푸드1우,011155
KOSPI,CJ우,001045
KOSPI,DB,012030
KOSPI,DH오토넥스,000300
KOSPI,DI동일,001530
KOSPI,DKME,015590
KOSPI,DL,000210
KOSPI,DL우,000215
KOSPI,DN오토모티브,007340
KOSPI,DRB동일,004840
KOSPI,DSR,155660
KOSPI,DSR제강,069730
KOSPI,DS단석,017860
KOSPI,DYP,092780
KOSPI,GKL,114090
KOSPI,GS,078930
KOSPI,GS우,078935
KOSPI,GS피앤엘,499790
KOSPI,HDC,012630
KOSPI,HDC랩스,039570
KOSPI,HDC현대EP,089470
KOSPI,HL D&I,014790
KOSPI,HS애드,035000
KOSPI,HS화성,002460
KOSPI,HS효성,487570
KOSPI,INVENI,015360
KOSPI,JW생명과학,234080
KOSPI,KBI동양철관,008970
KOSPI,KB발해인프라,415640
KOSPI,KCTC,009070
KOSPI,KC코트렐,119650
KOSPI,KEC,092220
KOSPI,KG스틸,016380
KOSPI,LG,003550
KOSPI,LG씨엔에스,064400
KOSPI,LG우,003555
KOSPI,LS,006260
KOSPI,LS ELECTRIC,010120
KOSPI,LS네트웍스,000680
KOSPI,LX하우시스,108670
KOSPI,LX하우시스우,108675
KOSPI,MH에탄올,023150
KOSPI,NAVER,035420
KOSPI,NC,036570
KOSPI,NHN,181710
KOSPI,NICE,034310
KOSPI,NICE평가정보,030190
KOSPI,NI스틸,008260
KOSPI,NPC,004250
KOSPI,NPC우,004255
KOSPI,PKC,001340
KOSPI,SB성보,003080
KOSPI,SG세계물산,004060
KOSPI,SHD,001770
KOSPI,SIMPAC,009160
KOSPI,SJG세종,033530
KOSPI,SJM,123700
KOSPI,SK,034730
KOSPI,SKC,011790
KOSPI,SK디스커버리,006120
KOSPI,SK디스커버리우,006125
KOSPI,SK디앤디,210980
KOSPI,SK스퀘어,402340
KOSPI,SK오션플랜트,100090
KOSPI,SK우,03473K
KOSPI,SK이터닉스,475150
KOSPI,SNT다이내믹스,003570
KOSPI,SNT모티브,064960
KOSPI,SP삼화,000390
KOSPI,STX,011810
KOSPI,STX엔진,077970
KOSPI,SUN&L,002820
KOSPI,SYTS,002170
KOSPI,TCC스틸,002710
KOSPI,TKG휴켐스,069260
KOSPI,TP,007980
KOSPI,TYM,002900
KOSPI,WISCOM,024070
KOSPI,YG PLUS,037270
KOSPI,강남제비스코,000860
KOSPI,강원랜드,035250
KOSPI,갤럭시아에스엠,011420
KOSPI,경농,002100
KOSPI,경동나비엔,009450
KOSPI,경동인베스트,012320
KOSPI,경방,000050
KOSPI,경인양행,012610
KOSPI,계양전기,012200
KOSPI,계양전기우,012205
KOSPI,고려제강,002240
KOSPI,광명전기,017040
KOSPI,교촌에프앤비,339770
KOSPI,극동유화,014530
KOSPI,금비,008870
KOSPI,금양,001570
KOSPI,금호에이치티,214330
KOSPI,금호전기,001210
KOSPI,기신정기,092440
KOSPI,깨끗한나라,004540
KOSPI,깨끗한나라우,004545
KOSPI,남선알미늄,008350
KOSPI,남선알미우,008355
KOSPI,남성,004270
KOSPI,넥센,005720
KOSPI,넥센우,005725
KOSPI,넥스틸,092790
KOSPI,다스코,058730
KOSPI,다우기술,023590
KOSPI,다이나믹디자인,145210
KOSPI,대덕,008060
KOSPI,대덕1우,00806K
KOSPI,대동,000490
KOSPI,대림바스,005750
KOSPI,대림통상,006570
KOSPI,대영포장,014160
KOSPI,대웅,003090
KOSPI,대원강업,000430
KOSPI,대원화성,024890
KOSPI,대창,012800
KOSPI,대창단조,015230
KOSPI,대한유화,006650
KOSPI,대한제강,084010
KOSPI,대한제당,001790
KOSPI,대한제당우,001795
KOSPI,대한제분,001130
KOSPI,대한화섬,003830
KOSPI,대현,016090
KOSPI,대호에이엘,069460
KOSPI,더본코리아,475560
KOSPI,덕성,004830
KOSPI,덕성우,004835
KOSPI,덴티움,145720
KOSPI,동국씨엠,460850
KOSPI,동방,004140
KOSPI,동방아그로,007590
KOSPI,동서,026960
KOSPI,동아에스티,170900
KOSPI,동아지질,028100
KOSPI,동양,001520
KOSPI,동양2우B,001527
KOSPI,동양고속,084670
KOSPI,동양생명,082640
KOSPI,동양우,001525
KOSPI,동인기연,111380
KOSPI,동일제강,002690
KOSPI,두산,000150
KOSPI,두산2우B,000157
KOSPI,두산우,000155
KOSPI,두산퓨얼셀,336260
KOSPI,두산퓨얼셀1우,33626K
KOSPI,두산퓨얼셀2우B,33626L
KOSPI,두올,016740
KOSPI,드림텍,192650
KOSPI,디씨엠,024090
KOSPI,디아이,003160
KOSPI,디아이씨,092200
KOSPI,디와이,013570
KOSPI,디와이덕양,024900
KOSPI,디와이에이,002880
KOSPI,디와이파워,210540
KOSPI,롯데렌탈,089860
KOSPI,롯데웰푸드,280360
KOSPI,롯데이노베이트,286940
KOSPI,마니커,027740
KOSPI,만호제강,001080
KOSPI,맥쿼리인프라,088980
KOSPI,맵스리얼티,094800
KOSPI,메타랩스,090370
KOSPI,메타케어,118000
KOSPI,모나리자,012690
KOSPI,모나미,005360
KOSPI,모나용평,070960
KOSPI,무림P&P,009580
KOSPI,무림페이퍼,009200
KOSPI,무학,033920
KOSPI,미래아이앤지,007120
KOSPI,미원에스씨,268280
KOSPI,방림,003610
KOSPI,백산,035150
KOSPI,범양건영,002410
KOSPI,벽산,007210
KOSPI,보락,002760
KOSPI,보해양조,000890
KOSPI,부산주공,005030
KOSPI,비비안,002070
KOSPI,비에이치,090460
KOSPI,산일전기,062040
KOSPI,삼립,005610
KOSPI,삼성E&A,028050
KOSPI,삼성SDI,006400
KOSPI,삼성SDI우,006405
KOSPI,삼성물산,028260
KOSPI,삼성물산우B,02826K
KOSPI,삼성생명,032830
KOSPI,삼성에스디에스,018260
KOSPI,삼성전기,009150
KOSPI,삼성전기우,009155
KOSPI,삼아알미늄,006110
KOSPI,삼양사,145990
KOSPI,삼양사우,145995
KOSPI,삼양패키징,272550
KOSPI,삼영,003720
KOSPI,삼익THK,004380
KOSPI,삼익악기,002450
KOSPI,삼일씨엔에스,004440
KOSPI,삼정펄프,009770
KOSPI,삼천리,004690
KOSPI,삼화왕관,004450
KOSPI,삼화전기,009470
KOSPI,삼화콘덴서,001820
KOSPI,상신브레이크,041650
KOSPI,새론오토모티브,075180
KOSPI,서울보증보험,031210
KOSPI,서원,021050
KOSPI,서흥,008490
KOSPI,선도전기,007610
KOSPI,선진,136490
KOSPI,성신양회,004980
KOSPI,성신양회우,004985
KOSPI,세방,004360
KOSPI,세방우,004365
KOSPI,세방전지,004490
KOSPI,세아제강,306200
KOSPI,세이브존I&C,067830
KOSPI,솔루엠,248070
KOSPI,스틱인베스트먼트,026890
KOSPI,시디즈,134790
KOSPI,시프트업,462870
KOSPI,신대양제지,016590
KOSPI,신도리코,029530
KOSPI,신라교역,004970
KOSPI,신성이엔지,011930
KOSPI,신영와코루,005800
KOSPI,신원,009270
KOSPI,신풍,002870
KOSPI,신흥,004080
KOSPI,쏘카,403550
KOSPI,씨아이테크,004920
KOSPI,씨에스윈드,112610
KOSPI,씨티알모빌리티,308170
KOSPI,아세아,002030
KOSPI,아세아제지,002310
KOSPI,아센디오,012170
KOSPI,아이마켓코리아,122900
KOSPI,아이에스동서,010780
KOSPI,아이티센씨티에스,031820
KOSPI,아주스틸,139990
KOSPI,알루코,001780
KOSPI,에넥스,011090
KOSPI,에스엠벡셀,010580
KOSPI,에스원,012750
KOSPI,에이엔피,015260
KOSPI,에이플러스에셋,244920
KOSPI,에이피알,278470
KOSPI,엔케이,085310
KOSPI,엘앤에프,066970
KOSPI,엠씨넥스,097520
KOSPI,영풍,000670
KOSPI,영흥,012160
KOSPI,오리온,271560
KOSPI,온타이드,005320
KOSPI,우성,006980
KOSPI,우성머티리얼스,011300
KOSPI,우진,105840
KOSPI,우진아이엔에스,010400
KOSPI,우진플라임,049800
KOSPI,웅진,016880
KOSPI,원림,005820
KOSPI,윌비스,008600
KOSPI,유니드,014830
KOSPI,유니드비티플러스,446070
KOSPI,유니온,000910
KOSPI,유니온머티리얼,047400
KOSPI,유니켐,011330
KOSPI,유니퀘스트,077500
KOSPI,유성기업,002920
KOSPI,유엔젤,072130
KOSPI,이노션,214320
KOSPI,이수페타시스,007660
KOSPI,이스타코,015020
KOSPI,이엔플러스,074610
KOSPI,이월드,084680
KOSPI,인디에프,014990
KOSPI,인터지스,129260
KOSPI,인팩,023810
KOSPI,일성아이에스,003120
KOSPI,일신방직,003200
KOSPI,일신석재,007110
KOSPI,일진다이아,081000
KOSPI,일진디스플,020760
KOSPI,일진하이솔루스,271940
KOSPI,잇츠한불,226320
KOSPI,자이에스앤디,317400
KOSPI,전방,000950
KOSPI,제이에스코퍼레이션,194370
KOSPI,제일기획,030000
KOSPI,조광피혁,004700
KOSPI,조비,001550
KOSPI,조일알미늄,018470
KOSPI,조흥,002600
KOSPI,주성코퍼레이션,109070
KOSPI,주연테크,044380
KOSPI,지누스,013890
KOSPI,지엠비코리아,013870
KOSPI,지역난방공사,071320
KOSPI,진도,088790
KOSPI,진양폴리,010640
KOSPI,진원생명과학,011000
KOSPI,진흥기업,002780
KOSPI,진흥기업2우B,002787
KOSPI,진흥기업우B,002785
KOSPI,천일고속,000650
KOSPI,체시스,033250
KOSPI,카프로,006380
KOSPI,케이비아이동국실업,001620
KOSPI,케이씨,029460
KOSPI,케이카,381970
KOSPI,코리아써우,007815
KOSPI,코리아써키트,007810
KOSPI,코리아써키트2우B,00781K
KOSPI,코리안리,003690
KOSPI,코아스,071950
KOSPI,코오롱,002020
KOSPI,코오롱우,002025
KOSPI,코오롱인더,120110
KOSPI,코오롱인더우,120115
KOSPI,코웨이,021240
KOSPI,콘텐트리중앙,036420
KOSPI,쿠쿠홈시스,284740
KOSPI,태경비케이,014580
KOSPI,태림포장,011280
KOSPI,태원물산,001420
KOSPI,테이팩스,055490
KOSPI,텔코웨어,078000
KOSPI,티에이치엔,019180
KOSPI,티엠씨,217590
KOSPI,파라다이스,034230
KOSPI,파미셀,005690
KOSPI,퍼시스,016800
KOSPI,페이퍼코리아,001020
KOSPI,프리티,006490
KOSPI,플레이그램,009810
KOSPI,하나투어,039130
KOSPI,하이스틸,071090
KOSPI,한국내화,010040
KOSPI,한국무브넥스,010100
KOSPI,한국수출포장,002200
KOSPI,한국앤컴퍼니,000240
KOSPI,한국제지,027970
KOSPI,한국종합기술,023350
KOSPI,한국주강,025890
KOSPI,한국주철관,000970
KOSPI,한국특강,007280
KOSPI,한농화성,011500
KOSPI,한미사이언스,008930
KOSPI,한샘,009240
KOSPI,한성기업,003680
KOSPI,한세실업,105630
KOSPI,한세엠케이,069640
KOSPI,한솔제지,213500
KOSPI,한솔테크닉스,004710
KOSPI,한솔홈데코,025750
KOSPI,한신공영,004960
KOSPI,한창,005110
KOSPI,한창제지,009460
KOSPI,한화,000880
KOSPI,한화3우B,00088K
KOSPI,한화갤러리아,452260
KOSPI,한화갤러리아우,45226K
KOSPI,한화비전,489790
KOSPI,한화생명,088350
KOSPI,한화엔진,082740
KOSPI,해성디에스,195870
KOSPI,핸즈코퍼레이션,143210
KOSPI,현대그린푸드,453340
KOSPI,현대로템,064350
KOSPI,현대리바트,079430
KOSPI,현대비앤지스틸,004560
KOSPI,현대엘리베이터,017800
KOSPI,현대오토에버,307950
KOSPI,현대코퍼레이션,011760
KOSPI,현대퓨처넷,126560
KOSPI,형지엘리트,093240
KOSPI,혜인,003010
KOSPI,호전실업,111110
KOSPI,화승알앤에이,378850
KOSPI,화승엔터프라이즈,241590
KOSPI,화승인더,006060
KOSPI,화승코퍼레이션,013520
KOSPI,화인베스틸,133820
KOSPI,황금에스티,032560
KOSPI,효성,004800
KOSPI,효성티앤씨,298020
KOSPI,후성,093370
KOSPI,휴니드,005870
KOSPI,휴비스,079980
KOSPI,휴스틸,005010
