종목명,종목코드,시장,섹터코드,섹터명
주성엔지니어링,036930,KOSDAQ,S99,기타
중앙백신,072020,KOSDAQ,S99,기타
중앙에너비스,000440,KOSDAQ,S99,기타
지구홀딩스,221800,KOSDAQ,S99,기타
지노믹트리,228760,KOSDAQ,S99,기타
지놈앤컴퍼니,314130,KOSDAQ,S99,기타
지니너스,389030,KOSDAQ,S99,기타
지니언스,263860,KOSDAQ,S99,기타
지니틱스,303030,KOSDAQ,S99,기타
지란지교시큐리티,208350,KOSDAQ,S99,기타
지슨,446840,KOSDAQ,S99,기타
지씨셀,144510,KOSDAQ,S99,기타
지씨지놈,340450,KOSDAQ,S99,기타
지아이에스,306620,KOSDAQ,S99,기타
지아이이노베이션,358570,KOSDAQ,S99,기타
지아이텍,382480,KOSDAQ,S99,기타
지앤비에스 에코,382800,KOSDAQ,S99,기타
지어소프트,051160,KOSDAQ,S99,기타
지에스이,053050,KOSDAQ,S99,기타
지에프씨생명과학,388610,KOSDAQ,S99,기타
지에프아이,493330,KOSDAQ,S99,기타
지엔씨에너지,119850,KOSDAQ,S99,기타
지엔코,065060,KOSDAQ,S99,기타
지엘팜텍,204840,KOSDAQ,S99,기타
지오엘리먼트,311320,KOSDAQ,S99,기타
지투파워,388050,KOSDAQ,S99,기타
진로발효,018120,KOSDAQ,S99,기타
진매트릭스,109820,KOSDAQ,S99,기타
진성티이씨,036890,KOSDAQ,S99,기타
진시스템,363250,KOSDAQ,S99,기타
진영,285800,KOSDAQ,S99,기타
차이커뮤니케이션,351870,KOSDAQ,S99,기타
참좋은여행,094850,KOSDAQ,S99,기타
창해에탄올,004650,KOSDAQ,S99,기타
채비,0011T0,KOSDAQ,S99,기타
천보,278280,KOSDAQ,S99,기타
청담글로벌,362320,KOSDAQ,S99,기타
청보,013720,KOSDAQ,S99,기타
체리부로,066360,KOSDAQ,S99,기타
초록뱀미디어,047820,KOSDAQ,S99,기타
칩스앤미디어,094360,KOSDAQ,S99,기타
카나프테라퓨틱스,0082N0,KOSDAQ,S99,기타
카스,016920,KOSDAQ,S99,기타
카이노스메드,284620,KOSDAQ,S99,기타
카티스,140430,KOSDAQ,S99,기타
카페24,042000,KOSDAQ,S99,기타
캐리,313760,KOSDAQ,S99,기타
캐스텍코리아,071850,KOSDAQ,S99,기타
캐프,198080,KOSDAQ,S99,기타
캔버스엔,210120,KOSDAQ,S99,기타
캠시스,050110,KOSDAQ,S99,기타
캡스톤파트너스,452300,KOSDAQ,S99,기타
컨텍,451760,KOSDAQ,S99,기타
컬러레이,900310,KOSDAQ,S99,기타
컴퍼니케이,307930,KOSDAQ,S99,기타
케스피온,079190,KOSDAQ,S99,기타
케어랩스,263700,KOSDAQ,S99,기타
케어젠,214370,KOSDAQ,S99,기타
케이디켐,221980,KOSDAQ,S99,기타
케이사인,192250,KOSDAQ,S99,기타
케이쓰리아이,431190,KOSDAQ,S99,기타
케이씨에스,115500,KOSDAQ,S99,기타
케이씨티,089150,KOSDAQ,S99,기타
케이씨피드,025880,KOSDAQ,S99,기타
케이아이엔엑스,093320,KOSDAQ,S99,기타
케이알엠,093640,KOSDAQ,S99,기타
케이에스피,073010,KOSDAQ,S99,기타
케이엔더블유,105330,KOSDAQ,S99,기타
케이엔솔,053080,KOSDAQ,S99,기타
케이엔알시스템,199430,KOSDAQ,S99,기타
케이엔에스,432470,KOSDAQ,S99,기타
케이엔제이,272110,KOSDAQ,S99,기타
케이엘넷,039420,KOSDAQ,S99,기타
케이엠,083550,KOSDAQ,S99,기타
케이엠더블유,032500,KOSDAQ,S99,기타
케이옥션,102370,KOSDAQ,S99,기타
케이웨더,068100,KOSDAQ,S99,기타
케이이엠텍,106080,KOSDAQ,S99,기타
케이지에이,455180,KOSDAQ,S99,기타
케이티알파,036030,KOSDAQ,S99,기타
케이프,064820,KOSDAQ,S99,기타
케이피에프,024880,KOSDAQ,S99,기타
케이피엠테크,042040,KOSDAQ,S99,기타
케이피티유,054410,KOSDAQ,S99,기타
케이피항공산업,288180,KOSDAQ,S99,기타
케일럼,258610,KOSDAQ,S99,기타
켄코아에어로스페이스,274090,KOSDAQ,S99,기타
켐트로닉스,089010,KOSDAQ,S99,기타
켐트로스,220260,KOSDAQ,S99,기타
코나아이,052400,KOSDAQ,S99,기타
코난테크놀로지,402030,KOSDAQ,S99,기타
코다코,046070,KOSDAQ,S99,기타
코데즈컴바인,047770,KOSDAQ,S99,기타
코디,080530,KOSDAQ,S99,기타
코렌텍,104540,KOSDAQ,S99,기타
코리아나,027050,KOSDAQ,S99,기타
코리아에프티,123410,KOSDAQ,S99,기타
코맥스,036690,KOSDAQ,S99,기타
코메론,049430,KOSDAQ,S99,기타
코미코,183300,KOSDAQ,S99,기타
코미팜,041960,KOSDAQ,S99,기타
코세스,089890,KOSDAQ,S99,기타
코셈,360350,KOSDAQ,S99,기타
코스나인,082660,KOSDAQ,S99,기타
코스리거글로벌,043710,KOSDAQ,S99,기타
코스맥스엔비티,222040,KOSDAQ,S99,기타
코스메카코리아,241710,KOSDAQ,S99,기타
코스모로보틱스,439960,KOSDAQ,S99,기타
코스텍시스,355150,KOSDAQ,S99,기타
코아스템켐온,166480,KOSDAQ,S99,기타
코아시아,045970,KOSDAQ,S99,기타
코아시아씨엠,196450,KOSDAQ,S99,기타
코어라인소프트,384470,KOSDAQ,S99,기타
코오롱생명과학,102940,KOSDAQ,S99,기타
코오롱티슈진,950160,KOSDAQ,S99,기타
코위버,056360,KOSDAQ,S99,기타
코윈테크,282880,KOSDAQ,S99,기타
코이즈,121850,KOSDAQ,S99,기타
코츠테크놀로지,448710,KOSDAQ,S99,기타
코칩,126730,KOSDAQ,S99,기타
코콤,015710,KOSDAQ,S99,기타
코텍,052330,KOSDAQ,S99,기타
코퍼스코리아,322780,KOSDAQ,S99,기타
콜마비앤에이치,200130,KOSDAQ,S99,기타
쿠콘,294570,KOSDAQ,S99,기타
쿼드메디슨,464490,KOSDAQ,S99,기타
퀀타매트릭스,317690,KOSDAQ,S99,기타
큐라클,365270,KOSDAQ,S99,기타
큐라티스,348080,KOSDAQ,S99,기타
큐렉소,060280,KOSDAQ,S99,기타
큐로셀,372320,KOSDAQ,S99,기타
큐로홀딩스,051780,KOSDAQ,S99,기타
큐리언트,115180,KOSDAQ,S99,기타
큐리오시스,494120,KOSDAQ,S99,기타
큐브엔터,182360,KOSDAQ,S99,기타
큐알티,405100,KOSDAQ,S99,기타
큐에스아이,066310,KOSDAQ,S99,기타
큐에이드,377460,KOSDAQ,S99,기타
큐캐피탈,016600,KOSDAQ,S99,기타
크라우드웍스,355390,KOSDAQ,S99,기타
크레버스,096240,KOSDAQ,S99,기타
크레오에스지,040350,KOSDAQ,S99,기타
크리스에프앤씨,110790,KOSDAQ,S99,기타
크린앤사이언스,045520,KOSDAQ,S99,기타
클로봇,466100,KOSDAQ,S99,기타
클리오,237880,KOSDAQ,S99,기타
키네마스터,139670,KOSDAQ,S99,기타
키스트론,475430,KOSDAQ,S99,기타
키움제10호스팩,487720,KOSDAQ,S99,기타
키움제11호스팩,489480,KOSDAQ,S99,기타
키움히어로제1호스팩,466690,KOSDAQ,S99,기타
키움히어로제2호스팩,0131D0,KOSDAQ,S99,기타
키이스트,054780,KOSDAQ,S99,기타
킵스파마,256940,KOSDAQ,S99,기타
타이거일렉,219130,KOSDAQ,S99,기타
탑런토탈솔루션,336680,KOSDAQ,S99,기타
탑머티리얼,360070,KOSDAQ,S99,기타
탑엔지니어링,065130,KOSDAQ,S99,기타
탑코미디어,134580,KOSDAQ,S99,기타
태광,023160,KOSDAQ,S99,기타
태성,323280,KOSDAQ,S99,기타
태양,053620,KOSDAQ,S99,기타
태웅,044490,KOSDAQ,S99,기타
태웅로직스,124560,KOSDAQ,S99,기타
테고사이언스,191420,KOSDAQ,S99,기타
테라뷰,950250,KOSDAQ,S99,기타
테라사이언스,073640,KOSDAQ,S99,기타
테라젠이텍스,066700,KOSDAQ,S99,기타
테스,095610,KOSDAQ,S99,기타
테크엘,064520,KOSDAQ,S99,기타
테크윙,089030,KOSDAQ,S99,기타
텔레칩스,054450,KOSDAQ,S99,기타
토마토시스템,393210,KOSDAQ,S99,기타
토모큐브,475960,KOSDAQ,S99,기타
토박스코리아,215480,KOSDAQ,S99,기타
토비스,051360,KOSDAQ,S99,기타
토탈소프트,045340,KOSDAQ,S99,기타
톱텍,108230,KOSDAQ,S99,기타
투비소프트,079970,KOSDAQ,S99,기타
툴젠,199800,KOSDAQ,S99,기타
트루엔,417790,KOSDAQ,S99,기타
트윔,290090,KOSDAQ,S99,기타
티디에스팜,464280,KOSDAQ,S99,기타
티로보틱스,117730,KOSDAQ,S99,기타
티비씨,033830,KOSDAQ,S99,기타
티사이언티픽,057680,KOSDAQ,S99,기타
티쓰리,204610,KOSDAQ,S99,기타
티씨머티리얼즈,125020,KOSDAQ,S99,기타
티씨케이,064760,KOSDAQ,S99,기타
티앤엘,340570,KOSDAQ,S99,기타
티에스넥스젠,043220,KOSDAQ,S99,기타
티에스아이,277880,KOSDAQ,S99,기타
티에스이,131290,KOSDAQ,S99,기타
티에프이,425420,KOSDAQ,S99,기타
티엑스알로보틱스,484810,KOSDAQ,S99,기타
티엔엔터테인먼트,131100,KOSDAQ,S99,기타
티엘비,356860,KOSDAQ,S99,기타
티이엠씨,425040,KOSDAQ,S99,기타
티이엠씨씨엔에스,241790,KOSDAQ,S99,기타
티케이지애강,022220,KOSDAQ,S99,기타
티케이케미칼,104480,KOSDAQ,S99,기타
티플랙스,081150,KOSDAQ,S99,기타
티피씨글로벌,130740,KOSDAQ,S99,기타
팅크웨어,084730,KOSDAQ,S99,기타
파두,440110,KOSDAQ,S99,기타
파라택시스이더리움,290560,KOSDAQ,S99,기타
파라택시스코리아,288330,KOSDAQ,S99,기타
파라텍,033540,KOSDAQ,S99,기타
파루,043200,KOSDAQ,S99,기타
파버나인,177830,KOSDAQ,S99,기타
파세코,037070,KOSDAQ,S99,기타
파수AI,150900,KOSDAQ,S99,기타
파워넷,037030,KOSDAQ,S99,기타
파워로직스,047310,KOSDAQ,S99,기타
파이버프로,368770,KOSDAQ,S99,기타
파이오링크,170790,KOSDAQ,S99,기타
파이온엑스,900100,KOSDAQ,S99,기타
파인디앤씨,049120,KOSDAQ,S99,기타
파인디지털,038950,KOSDAQ,S99,기타
파인메딕스,387570,KOSDAQ,S99,기타
파인엠텍,441270,KOSDAQ,S99,기타
파인테크닉스,106240,KOSDAQ,S99,기타
파인텍,131760,KOSDAQ,S99,기타
파커스,065690,KOSDAQ,S99,기타
파크시스템스,140860,KOSDAQ,S99,기타
파트론,091700,KOSDAQ,S99,기타
판타지오,032800,KOSDAQ,S99,기타
팜스빌,318010,KOSDAQ,S99,기타
팜스토리,027710,KOSDAQ,S99,기타
팬스타엔터프라이즈,054300,KOSDAQ,S99,기타
팬엔터테인먼트,068050,KOSDAQ,S99,기타
팬젠,222110,KOSDAQ,S99,기타
팸텍,271830,KOSDAQ,S99,기타
펌텍코리아,251970,KOSDAQ,S99,기타
페스카로,0015S0,KOSDAQ,S99,기타
펨트론,168360,KOSDAQ,S99,기타
펩트론,087010,KOSDAQ,S99,기타
포니링크,064800,KOSDAQ,S99,기타
포메탈,119500,KOSDAQ,S99,기타
포바이포,389140,KOSDAQ,S99,기타
포스뱅크,105760,KOSDAQ,S99,기타
포스코엠텍,009520,KOSDAQ,S99,기타
포시에스,189690,KOSDAQ,S99,기타
포인트모바일,318020,KOSDAQ,S99,기타
포인트엔지니어링,256630,KOSDAQ,S99,기타
포커스에이아이,331380,KOSDAQ,S99,기타
포톤,208710,KOSDAQ,S99,기타
폰드그룹,472850,KOSDAQ,S99,기타
폴라리스AI,039980,KOSDAQ,S99,기타
폴라리스AI파마,041910,KOSDAQ,S99,기타
폴라리스세원,234100,KOSDAQ,S99,기타
폴라리스오피스,041020,KOSDAQ,S99,기타
폴라리스우노,114630,KOSDAQ,S99,기타
폴레드,487580,KOSDAQ,S99,기타
푸드나무,290720,KOSDAQ,S99,기타
푸드웰,005670,KOSDAQ,S99,기타
푸른로보틱스,094940,KOSDAQ,S99,기타
풍강,093380,KOSDAQ,S99,기타
풍국주정,023900,KOSDAQ,S99,기타
풍원정밀,371950,KOSDAQ,S99,기타
풍전약품,298060,KOSDAQ,S99,기타
퓨런티어,370090,KOSDAQ,S99,기타
퓨릿,445180,KOSDAQ,S99,기타
퓨쳐켐,220100,KOSDAQ,S99,기타
프럼파스트,035200,KOSDAQ,S99,기타
프로이천,321260,KOSDAQ,S99,기타
프로텍,053610,KOSDAQ,S99,기타
프로티나,468530,KOSDAQ,S99,기타
프로티아,303360,KOSDAQ,S99,기타
프리엠스,053160,KOSDAQ,S99,기타
플라즈맵,405000,KOSDAQ,S99,기타
플래스크,041590,KOSDAQ,S99,기타
플래티어,367000,KOSDAQ,S99,기타
플랜티넷,075130,KOSDAQ,S99,기타
플레이디,237820,KOSDAQ,S99,기타
플레이위드,023770,KOSDAQ,S99,기타
플루토스,019570,KOSDAQ,S99,기타
플리토,300080,KOSDAQ,S99,기타
피노,033790,KOSDAQ,S99,기타
피델릭스,032580,KOSDAQ,S99,기타
피스피스스튜디오,0117P0,KOSDAQ,S99,기타
피씨디렉트,051380,KOSDAQ,S99,기타
피씨엘,241820,KOSDAQ,S99,기타
피아이이,452450,KOSDAQ,S99,기타
피앤씨테크,237750,KOSDAQ,S99,기타
피앤에스로보틱스,460940,KOSDAQ,S99,기타
피에스케이,319660,KOSDAQ,S99,기타
피에스케이홀딩스,031980,KOSDAQ,S99,기타
피에스텍,002230,KOSDAQ,S99,기타
피에이치에이,043370,KOSDAQ,S99,기타
피엔에이치테크,239890,KOSDAQ,S99,기타
피엔케이피부임상연구센타,347740,KOSDAQ,S99,기타
피엔티,137400,KOSDAQ,S99,기타
피엔티엠에스,257370,KOSDAQ,S99,기타
피엠티,147760,KOSDAQ,S99,기타
피제이메탈,128660,KOSDAQ,S99,기타
피제이전자,006140,KOSDAQ,S99,기타
피코그램,376180,KOSDAQ,S99,기타
픽셀플러스,087600,KOSDAQ,S99,기타
핀텔,291810,KOSDAQ,S99,기타
필에너지,378340,KOSDAQ,S99,기타
필옵틱스,161580,KOSDAQ,S99,기타
핌스,347770,KOSDAQ,S99,기타
핑거,163730,KOSDAQ,S99,기타
핑거스토리,417180,KOSDAQ,S99,기타
하나30호스팩,469880,KOSDAQ,S99,기타
하나31호스팩,469900,KOSDAQ,S99,기타
하나32호스팩,475240,KOSDAQ,S99,기타
하나33호스팩,475250,KOSDAQ,S99,기타
하나34호스팩,484130,KOSDAQ,S99,기타
하나35호스팩,0041L0,KOSDAQ,S99,기타
하나36호스팩,0101C0,KOSDAQ,S99,기타
하나기술,299030,KOSDAQ,S99,기타
하나마이크론,067310,KOSDAQ,S99,기타
하나머티리얼즈,166090,KOSDAQ,S99,기타
하림,136480,KOSDAQ,S99,기타
하림지주,003380,KOSDAQ,S99,기타
하스,450330,KOSDAQ,S99,기타
하이드로리튬,101670,KOSDAQ,S99,기타
하이딥,365590,KOSDAQ,S99,기타
하이로닉,149980,KOSDAQ,S99,기타
하이록코리아,013030,KOSDAQ,S99,기타
하이비젼시스템,126700,KOSDAQ,S99,기타
하이젠알앤엠,160190,KOSDAQ,S99,기타
하이즈항공,221840,KOSDAQ,S99,기타
하이텍팜,106190,KOSDAQ,S99,기타
하이퍼코퍼레이션,065650,KOSDAQ,S99,기타
하츠,066130,KOSDAQ,S99,기타
한국가구,004590,KOSDAQ,S99,기타
한국경제TV,039340,KOSDAQ,S99,기타
한국기업평가,034950,KOSDAQ,S99,기타
한국맥널티,222980,KOSDAQ,S99,기타
한국비엔씨,256840,KOSDAQ,S99,기타
한국비티비,219750,KOSDAQ,S99,기타
한국선재,025550,KOSDAQ,S99,기타
한국알콜,017890,KOSDAQ,S99,기타
한국전자인증,041460,KOSDAQ,S99,기타
한국정밀기계,101680,KOSDAQ,S99,기타
한국정보공학,039740,KOSDAQ,S99,기타
한국정보인증,053300,KOSDAQ,S99,기타
한국제15호스팩,479880,KOSDAQ,S99,기타
한국제16호스팩,0164H0,KOSDAQ,S99,기타
한국캐피탈,023760,KOSDAQ,S99,기타
한국컴퓨터,054040,KOSDAQ,S99,기타
한국큐빅,021650,KOSDAQ,S99,기타
한국파마,032300,KOSDAQ,S99,기타
한국팩키지,037230,KOSDAQ,S99,기타
한국피아이엠,448900,KOSDAQ,S99,기타
한글과컴퓨터,030520,KOSDAQ,S99,기타
한네트,052600,KOSDAQ,S99,기타
한독크린텍,256150,KOSDAQ,S99,기타
한라IMS,092460,KOSDAQ,S99,기타
한라캐스트,125490,KOSDAQ,S99,기타
한빛레이저,452190,KOSDAQ,S99,기타
한빛소프트,047080,KOSDAQ,S99,기타
한선엔지니어링,452280,KOSDAQ,S99,기타
한성크린텍,066980,KOSDAQ,S99,기타
한솔아이원스,114810,KOSDAQ,S99,기타
한싹,430690,KOSDAQ,S99,기타
한양디지텍,078350,KOSDAQ,S99,기타
한양이엔지,045100,KOSDAQ,S99,기타
한울앤제주,276730,KOSDAQ,S99,기타
한일단조,024740,KOSDAQ,S99,기타
한일사료,005860,KOSDAQ,S99,기타
한주라이트메탈,198940,KOSDAQ,S99,기타
한주에이알티,058450,KOSDAQ,S99,기타
한중엔시에스,107640,KOSDAQ,S99,기타
한창산업,079170,KOSDAQ,S99,기타
한컴위드,054920,KOSDAQ,S99,기타
한켐,457370,KOSDAQ,S99,기타
한탑,002680,KOSDAQ,S99,기타
한텍,098070,KOSDAQ,S99,기타
한패스,408470,KOSDAQ,S99,기타
한화플러스제5호스팩,498390,KOSDAQ,S99,기타
해성산업,034810,KOSDAQ,S99,기타
해성산업1우,03481K,KOSDAQ,S99,기타
해성에어로보틱스,059270,KOSDAQ,S99,기타
해성옵틱스,076610,KOSDAQ,S99,기타
핸디소프트,220180,KOSDAQ,S99,기타
헝셩그룹,900270,KOSDAQ,S99,기타
헥토이노베이션,214180,KOSDAQ,S99,기타
헥토파이낸셜,234340,KOSDAQ,S99,기타
헬릭스미스,084990,KOSDAQ,S99,기타
현대공업,170030,KOSDAQ,S99,기타
현대무벡스,319400,KOSDAQ,S99,기타
현대사료,016790,KOSDAQ,S99,기타
현대에버다임,041440,KOSDAQ,S99,기타
현대에이치티,039010,KOSDAQ,S99,기타
현대이지웰,090850,KOSDAQ,S99,기타
현대힘스,460930,KOSDAQ,S99,기타
현우산업,092300,KOSDAQ,S99,기타
형지I&C,011080,KOSDAQ,S99,기타
형지글로벌,308100,KOSDAQ,S99,기타
홈캐스트,064240,KOSDAQ,S99,기타
화성밸브,039610,KOSDAQ,S99,기타
화신정공,126640,KOSDAQ,S99,기타
화인써키트,127980,KOSDAQ,S99,기타
화일약품,061250,KOSDAQ,S99,기타
효성오앤비,097870,KOSDAQ,S99,기타
휴네시온,290270,KOSDAQ,S99,기타
휴럼,353190,KOSDAQ,S99,기타
휴림로봇,090710,KOSDAQ,S99,기타
휴림에이텍,078590,KOSDAQ,S99,기타
휴마시스,205470,KOSDAQ,S99,기타
휴맥스,115160,KOSDAQ,S99,기타
휴맥스홀딩스,028080,KOSDAQ,S99,기타
휴먼테크놀로지,175140,KOSDAQ,S99,기타
휴메딕스,200670,KOSDAQ,S99,기타
휴비츠,065510,KOSDAQ,S99,기타
휴엠앤씨,263920,KOSDAQ,S99,기타
휴온스,243070,KOSDAQ,S99,기타
휴온스글로벌,084110,KOSDAQ,S99,기타
휴젤,145020,KOSDAQ,S99,기타
흥구석유,024060,KOSDAQ,S99,기타
흥국,010240,KOSDAQ,S99,기타
흥국에프엔비,189980,KOSDAQ,S99,기타
희림,037440,KOSDAQ,S99,기타
힘스,238490,KOSDAQ,S99,기타
AJ네트웍스,095570,KOSPI,S99,기타
AK홀딩스,006840,KOSPI,S99,기타
BGF,027410,KOSPI,S99,기타
BGF리테일,282330,KOSPI,S99,기타
BYC,001460,KOSPI,S99,기타
BYC우,001465,KOSPI,S99,기타
CJ,001040,KOSPI,S99,기타
CJ CGV,079160,KOSPI,S99,기타
CJ4우(전환),00104K,KOSPI,S99,기타
CJ대한통운,000120,KOSPI,S99,기타
CJ씨푸드,011150,KOSPI,S99,기타
CJ씨푸드1우,011155,KOSPI,S99,기타
CJ우,001045,KOSPI,S99,기타
CR홀딩스,000480,KOSPI,S99,기타
CS홀딩스,000590,KOSPI,S99,기타
DB,012030,KOSPI,S99,기타
DB하이텍,000990,KOSPI,S99,기타
DI동일,001530,KOSPI,S99,기타
DKME,015590,KOSPI,S99,기타
DL,000210,KOSPI,S99,기타
DL우,000215,KOSPI,S99,기타
DRB동일,004840,KOSPI,S99,기타
DSR,155660,KOSPI,S99,기타
DSR제강,069730,KOSPI,S99,기타
DS단석,017860,KOSPI,S99,기타
DYP,092780,KOSPI,S99,기타
E1,017940,KOSPI,S99,기타
ESR켄달스퀘어리츠,365550,KOSPI,S99,기타
F&F,383220,KOSPI,S99,기타
F&F홀딩스,007700,KOSPI,S99,기타
GKL,114090,KOSPI,S99,기타
GS,078930,KOSPI,S99,기타
GS글로벌,001250,KOSPI,S99,기타
GS리테일,007070,KOSPI,S99,기타
GS우,078935,KOSPI,S99,기타
GS피앤엘,499790,KOSPI,S99,기타
HDC,012630,KOSPI,S99,기타
HDC랩스,039570,KOSPI,S99,기타
HDC현대EP,089470,KOSPI,S99,기타
HD현대,267250,KOSPI,S99,기타
HD현대마린솔루션,443060,KOSPI,S99,기타
HD현대마린엔진,071970,KOSPI,S99,기타
HD현대일렉트릭,267260,KOSPI,S99,기타
HL D&I,014790,KOSPI,S99,기타
HLB글로벌,003580,KOSPI,S99,기타
HL홀딩스,060980,KOSPI,S99,기타
HMM,011200,KOSPI,S99,기타
HS애드,035000,KOSPI,S99,기타
HS화성,002460,KOSPI,S99,기타
HS효성,487570,KOSPI,S99,기타
INVENI,015360,KOSPI,S99,기타
JW생명과학,234080,KOSPI,S99,기타
JW홀딩스,096760,KOSPI,S99,기타
KBI동양철관,008970,KOSPI,S99,기타
KB발해인프라,415640,KOSPI,S99,기타
KB스타리츠,432320,KOSPI,S99,기타
KCC,002380,KOSPI,S99,기타
KCC글라스,344820,KOSPI,S99,기타
KCTC,009070,KOSPI,S99,기타
KC그린홀딩스,009440,KOSPI,S99,기타
KC코트렐,119650,KOSPI,S99,기타
KEC,092220,KOSPI,S99,기타
KG모빌리티,003620,KOSPI,S99,기타
KG스틸,016380,KOSPI,S99,기타
KG케미칼,001390,KOSPI,S99,기타
KISCO홀딩스,001940,KOSPI,S99,기타
KPX케미칼,025000,KOSPI,S99,기타
KPX홀딩스,092230,KOSPI,S99,기타
KR모터스,000040,KOSPI,S99,기타
KSS해운,044450,KOSPI,S99,기타
KTcs,058850,KOSPI,S99,기타
KTis,058860,KOSPI,S99,기타
LF,093050,KOSPI,S99,기타
LG,003550,KOSPI,S99,기타
LG디스플레이,034220,KOSPI,S99,기타
LG생활건강,051900,KOSPI,S99,기타
LG생활건강우,051905,KOSPI,S99,기타
LG씨엔에스,064400,KOSPI,S99,기타
LG우,003555,KOSPI,S99,기타
LG이노텍,011070,KOSPI,S99,기타
LG전자,066570,KOSPI,S99,기타
LG전자우,066575,KOSPI,S99,기타
LG헬로비전,037560,KOSPI,S99,기타
LIG디펜스앤에어로스페이스,079550,KOSPI,S99,기타
LS,006260,KOSPI,S99,기타
LS ELECTRIC,010120,KOSPI,S99,기타
LS네트웍스,000680,KOSPI,S99,기타
LS에코에너지,229640,KOSPI,S99,기타
LX세미콘,108320,KOSPI,S99,기타
LX인터내셔널,001120,KOSPI,S99,기타
LX하우시스,108670,KOSPI,S99,기타
LX하우시스우,108675,KOSPI,S99,기타
LX홀딩스,383800,KOSPI,S99,기타
LX홀딩스1우,38380K,KOSPI,S99,기타
MH에탄올,023150,KOSPI,S99,기타
NAVER,035420,KOSPI,S99,기타
NC,036570,KOSPI,S99,기타
NHN,181710,KOSPI,S99,기타
NH올원리츠,400760,KOSPI,S99,기타
NH프라임리츠,338100,KOSPI,S99,기타
NICE,034310,KOSPI,S99,기타
NICE평가정보,030190,KOSPI,S99,기타
NI스틸,008260,KOSPI,S99,기타
NPC,004250,KOSPI,S99,기타
NPC우,004255,KOSPI,S99,기타
OCI,456040,KOSPI,S99,기타
OCI홀딩스,010060,KOSPI,S99,기타
PKC,001340,KOSPI,S99,기타
SBS,034120,KOSPI,S99,기타
SB성보,003080,KOSPI,S99,기타
SGC에너지,005090,KOSPI,S99,기타
SG글로벌,001380,KOSPI,S99,기타
SG세계물산,004060,KOSPI,S99,기타
SHD,001770,KOSPI,S99,기타
SIMPAC,009160,KOSPI,S99,기타
SJG세종,033530,KOSPI,S99,기타
SJM,123700,KOSPI,S99,기타
SJM홀딩스,025530,KOSPI,S99,기타
SK,034730,KOSPI,S99,기타
SKC,011790,KOSPI,S99,기타
SK네트웍스,001740,KOSPI,S99,기타
SK디스커버리,006120,KOSPI,S99,기타
SK디스커버리우,006125,KOSPI,S99,기타
SK디앤디,210980,KOSPI,S99,기타
SK리츠,395400,KOSPI,S99,기타
SK스퀘어,402340,KOSPI,S99,기타
SK아이이테크놀로지,361610,KOSPI,S99,기타
SK오션플랜트,100090,KOSPI,S99,기타
SK우,03473K,KOSPI,S99,기타
SK이터닉스,475150,KOSPI,S99,기타
SK케미칼,285130,KOSPI,S99,기타
SK케미칼우,28513K,KOSPI,S99,기타
SNT다이내믹스,003570,KOSPI,S99,기타
SNT모티브,064960,KOSPI,S99,기타
SNT에너지,100840,KOSPI,S99,기타
SNT홀딩스,036530,KOSPI,S99,기타
SP삼화,000390,KOSPI,S99,기타
STX,011810,KOSPI,S99,기타
STX그린로지스,465770,KOSPI,S99,기타
STX엔진,077970,KOSPI,S99,기타
SUN&L,002820,KOSPI,S99,기타
SYTS,002170,KOSPI,S99,기타
TBH글로벌,084870,KOSPI,S99,기타
TCC스틸,002710,KOSPI,S99,기타
TKG휴켐스,069260,KOSPI,S99,기타
TP,007980,KOSPI,S99,기타
TYM,002900,KOSPI,S99,기타
