종목명,종목코드,시장
SKC,011790,KOSPI
SK네트웍스,001740,KOSPI
SK디스커버리,006120,KOSPI
SK디스커버리우,006125,KOSPI
SK디앤디,210980,KOSPI
SK리츠,395400,KOSPI
SK스퀘어,402340,KOSPI
SK아이이테크놀로지,361610,KOSPI
SK오션플랜트,100090,KOSPI
SK우,03473K,KOSPI
SK이터닉스,475150,KOSPI
SK케미칼,285130,KOSPI
SK케미칼우,28513K,KOSPI
SNT다이내믹스,003570,KOSPI
SNT모티브,064960,KOSPI
SNT에너지,100840,KOSPI
SNT홀딩스,036530,KOSPI
SP삼화,000390,KOSPI
STX,011810,KOSPI
STX그린로지스,465770,KOSPI
STX엔진,077970,KOSPI
SUN&L,002820,KOSPI
SYTS,002170,KOSPI
TBH글로벌,084870,KOSPI
TCC스틸,002710,KOSPI
TKG휴켐스,069260,KOSPI
TP,007980,KOSPI
TYM,002900,KOSPI
WISCOM,024070,KOSPI
YG PLUS,037270,KOSPI
가온전선,000500,KOSPI
강남제비스코,000860,KOSPI
강원랜드,035250,KOSPI
갤럭시아에스엠,011420,KOSPI
경농,002100,KOSPI
경동나비엔,009450,KOSPI
경동인베스트,012320,KOSPI
경방,000050,KOSPI
경인양행,012610,KOSPI
경인전자,009140,KOSPI
계양전기,012200,KOSPI
계양전기우,012205,KOSPI
고려산업,002140,KOSPI
고려제강,002240,KOSPI
광명전기,017040,KOSPI
광전자,017900,KOSPI
광주신세계,037710,KOSPI
교촌에프앤비,339770,KOSPI
그린케미칼,083420,KOSPI
극동유화,014530,KOSPI
금강공업,014280,KOSPI
금강공업우,014285,KOSPI
금비,008870,KOSPI
금양,001570,KOSPI
금호에이치티,214330,KOSPI
금호전기,001210,KOSPI
금호타이어,073240,KOSPI
기신정기,092440,KOSPI
까뮤이앤씨,013700,KOSPI
깨끗한나라,004540,KOSPI
깨끗한나라우,004545,KOSPI
남광토건,001260,KOSPI
남선알미늄,008350,KOSPI
남선알미우,008355,KOSPI
남성,004270,KOSPI
남양유업,003920,KOSPI
남양유업우,003925,KOSPI
넥센,005720,KOSPI
넥센우,005725,KOSPI
넥센타이어,002350,KOSPI
넥센타이어1우B,002355,KOSPI
넥스틸,092790,KOSPI
넷마블,251270,KOSPI
노루페인트,090350,KOSPI
노루페인트우,090355,KOSPI
노루홀딩스,000320,KOSPI
노루홀딩스우,000325,KOSPI
녹십자,006280,KOSPI
녹십자홀딩스,005250,KOSPI
녹십자홀딩스2우,005257,KOSPI
다스코,058730,KOSPI
다우기술,023590,KOSPI
다이나믹디자인,145210,KOSPI
달바글로벌,483650,KOSPI
대교,019680,KOSPI
대교우B,019685,KOSPI
대구백화점,006370,KOSPI
대덕,008060,KOSPI
대덕1우,00806K,KOSPI
대덕전자,353200,KOSPI
대덕전자1우,35320K,KOSPI
대동,000490,KOSPI
대림바스,005750,KOSPI
대림통상,006570,KOSPI
대상,001680,KOSPI
대상우,001685,KOSPI
대상홀딩스,084690,KOSPI
대상홀딩스우,084695,KOSPI
대성산업,128820,KOSPI
대성에너지,117580,KOSPI
대성홀딩스,016710,KOSPI
대신밸류리츠,0030R0,KOSPI
대양금속,009190,KOSPI
대영포장,014160,KOSPI
대웅,003090,KOSPI
대원강업,000430,KOSPI
대원전선,006340,KOSPI
대원전선우,006345,KOSPI
대원화성,024890,KOSPI
대창,012800,KOSPI
대창단조,015230,KOSPI
대한방직,001070,KOSPI
대한유화,006650,KOSPI
대한전선,001440,KOSPI
대한제강,084010,KOSPI
대한제당,001790,KOSPI
대한제당우,001795,KOSPI
대한제분,001130,KOSPI
대한항공,003490,KOSPI
대한항공우,003495,KOSPI
대한해운,005880,KOSPI
대한화섬,003830,KOSPI
대현,016090,KOSPI
대호에이엘,069460,KOSPI
더본코리아,475560,KOSPI
더존비즈온,012510,KOSPI
덕성,004830,KOSPI
덕성우,004835,KOSPI
덴티움,145720,KOSPI
도화엔지니어링,002150,KOSPI
동국씨엠,460850,KOSPI
동국제강,460860,KOSPI
동국홀딩스,001230,KOSPI
동남합성,023450,KOSPI
동방,004140,KOSPI
동방아그로,007590,KOSPI
동서,026960,KOSPI
동성케미컬,102260,KOSPI
동아쏘시오홀딩스,000640,KOSPI
동아에스티,170900,KOSPI
동아지질,028100,KOSPI
동양,001520,KOSPI
동양2우B,001527,KOSPI
동양고속,084670,KOSPI
동양우,001525,KOSPI
동원금속,018500,KOSPI
동원산업,006040,KOSPI
동원수산,030720,KOSPI
동원시스템즈,014820,KOSPI
동원시스템즈우,014825,KOSPI
동인기연,111380,KOSPI
동일고무벨트,163560,KOSPI
동일산업,004890,KOSPI
동일제강,002690,KOSPI
동화약품,000020,KOSPI
두산,000150,KOSPI
두산2우B,000157,KOSPI
두산로보틱스,454910,KOSPI
두산밥캣,241560,KOSPI
두산우,000155,KOSPI
두산퓨얼셀,336260,KOSPI
두산퓨얼셀1우,33626K,KOSPI
두산퓨얼셀2우B,33626L,KOSPI
두올,016740,KOSPI
드림텍,192650,KOSPI
디씨엠,024090,KOSPI
디아이,003160,KOSPI
디아이씨,092200,KOSPI
디와이,013570,KOSPI
디와이덕양,024900,KOSPI
디와이에이,002880,KOSPI
디와이파워,210540,KOSPI
롯데렌탈,089860,KOSPI
롯데리츠,330590,KOSPI
롯데에너지머티리얼즈,020150,KOSPI
롯데웰푸드,280360,KOSPI
롯데이노베이트,286940,KOSPI
롯데지주,004990,KOSPI
롯데지주우,00499K,KOSPI
롯데칠성,005300,KOSPI
롯데칠성우,005305,KOSPI
마니커,027740,KOSPI
마스턴프리미어리츠,357430,KOSPI
만호제강,001080,KOSPI
맥쿼리인프라,088980,KOSPI
맵스리얼티,094800,KOSPI
메타랩스,090370,KOSPI
메타케어,118000,KOSPI
명신산업,009900,KOSPI
모나리자,012690,KOSPI
모나미,005360,KOSPI
모나용평,070960,KOSPI
모토닉,009680,KOSPI
무림P&P,009580,KOSPI
무림페이퍼,009200,KOSPI
무학,033920,KOSPI
미래산업,025560,KOSPI
미래아이앤지,007120,KOSPI
미래에셋글로벌리츠,396690,KOSPI
미래에셋맵스리츠,357250,KOSPI
미스토홀딩스,081660,KOSPI
미원상사,002840,KOSPI
미원에스씨,268280,KOSPI
미원홀딩스,107590,KOSPI
미창석유,003650,KOSPI
방림,003610,KOSPI
백산,035150,KOSPI
범양건영,002410,KOSPI
벽산,007210,KOSPI
보락,002760,KOSPI
보령,003850,KOSPI
보해양조,000890,KOSPI
부광약품,003000,KOSPI
부산산업,011390,KOSPI
부산주공,005030,KOSPI
비비안,002070,KOSPI
비상교육,100220,KOSPI
비에이치,090460,KOSPI
빙그레,005180,KOSPI
사조대림,003960,KOSPI
사조동아원,008040,KOSPI
사조산업,007160,KOSPI
사조씨푸드,014710,KOSPI
사조오양,006090,KOSPI
산일전기,062040,KOSPI
삼립,005610,KOSPI
삼부토건,001470,KOSPI
삼성E&A,028050,KOSPI
삼성FN리츠,448730,KOSPI
삼성공조,006660,KOSPI
삼성에스디에스,018260,KOSPI
삼성에피스홀딩스,0126Z0,KOSPI
삼성전기,009150,KOSPI
삼성전기우,009155,KOSPI
삼성전자,005930,KOSPI
삼성전자우,005935,KOSPI
삼성출판사,068290,KOSPI
삼아알미늄,006110,KOSPI
삼양사,145990,KOSPI
삼양사우,145995,KOSPI
삼양패키징,272550,KOSPI
삼양홀딩스,000070,KOSPI
삼영,003720,KOSPI
삼영무역,002810,KOSPI
삼영전자,005680,KOSPI
삼원강재,023000,KOSPI
삼익THK,004380,KOSPI
삼익악기,002450,KOSPI
삼일씨엔에스,004440,KOSPI
삼정펄프,009770,KOSPI
삼천리,004690,KOSPI
삼화왕관,004450,KOSPI
삼화전기,009470,KOSPI
삼화전자,011230,KOSPI
삼화콘덴서,001820,KOSPI
상신브레이크,041650,KOSPI
샘표,007540,KOSPI
서연,007860,KOSPI
서연이화,200880,KOSPI
서원,021050,KOSPI
서흥,008490,KOSPI
선도전기,007610,KOSPI
선진,136490,KOSPI
성문전자,014910,KOSPI
성문전자우,014915,KOSPI
성신양회,004980,KOSPI
성신양회우,004985,KOSPI
성창기업지주,000180,KOSPI
세기상사,002420,KOSPI
세방,004360,KOSPI
세방우,004365,KOSPI
세아베스틸지주,001430,KOSPI
세아제강,306200,KOSPI
세아제강지주,003030,KOSPI
세아홀딩스,058650,KOSPI
세우글로벌,013000,KOSPI
세원정공,021820,KOSPI
세이브존I&C,067830,KOSPI
솔루엠,248070,KOSPI
송원산업,004430,KOSPI
수산세보틱스,017550,KOSPI
수산인더스트리,126720,KOSPI
스카이라이프,053210,KOSPI
스틱인베스트먼트,026890,KOSPI
시디즈,134790,KOSPI
시프트업,462870,KOSPI
신대양제지,016590,KOSPI
신도리코,029530,KOSPI
신라교역,004970,KOSPI
신성이엔지,011930,KOSPI
신세계,004170,KOSPI
신세계 I&C,035510,KOSPI
신세계인터내셔날,031430,KOSPI
신세계푸드,031440,KOSPI
신송홀딩스,006880,KOSPI
신영와코루,005800,KOSPI
신원,009270,KOSPI
신일전자,002700,KOSPI
신풍,002870,KOSPI
신한글로벌액티브리츠,481850,KOSPI
신한서부티엔디리츠,404990,KOSPI
신한알파리츠,293940,KOSPI
신흥,004080,KOSPI
써니전자,004770,KOSPI
쏘카,403550,KOSPI
씨아이테크,004920,KOSPI
씨에스윈드,112610,KOSPI
씨케이솔루션,480370,KOSPI
씨티알모빌리티,308170,KOSPI
아남전자,008700,KOSPI
아모레퍼시픽,090430,KOSPI
아모레퍼시픽우,090435,KOSPI
아모레퍼시픽홀딩스,002790,KOSPI
아모레퍼시픽홀딩스3우C,00279K,KOSPI
아모레퍼시픽홀딩스우,002795,KOSPI
아세아,002030,KOSPI
아세아시멘트,183190,KOSPI
아세아제지,002310,KOSPI
아센디오,012170,KOSPI
아시아나IDT,267850,KOSPI
아시아나항공,020560,KOSPI
아이마켓코리아,122900,KOSPI
아이에스동서,010780,KOSPI
아이티센씨티에스,031820,KOSPI
아주스틸,139990,KOSPI
아진전자부품,009320,KOSPI
알루코,001780,KOSPI
애경산업,018250,KOSPI
애경케미칼,161000,KOSPI
에넥스,011090,KOSPI
에스엘,005850,KOSPI
에스엠벡셀,010580,KOSPI
에스원,012750,KOSPI
에쓰씨엔지니어링,023960,KOSPI
에어부산,298690,KOSPI
에이블씨엔씨,078520,KOSPI
에이엔피,015260,KOSPI
에이프로젠,007460,KOSPI
에이플러스에셋,244920,KOSPI
에이피알,278470,KOSPI
엑시큐어하이트론,019490,KOSPI
엔케이,085310,KOSPI
엘브이엠씨홀딩스,900140,KOSPI
엘앤에프,066970,KOSPI
엠씨넥스,097520,KOSPI
엠앤씨솔루션,484870,KOSPI
영원무역,111770,KOSPI
영원무역홀딩스,009970,KOSPI
영진약품,003520,KOSPI
영풍,000670,KOSPI
영화금속,012280,KOSPI
영흥,012160,KOSPI
오리온,271560,KOSPI
오리온홀딩스,001800,KOSPI
온타이드,005320,KOSPI
와이투솔루션,011690,KOSPI
우성,006980,KOSPI
우성머티리얼스,011300,KOSPI
우신시스템,017370,KOSPI
우진,105840,KOSPI
우진아이엔에스,010400,KOSPI
우진플라임,049800,KOSPI
웅진,016880,KOSPI
웅진씽크빅,095720,KOSPI
원림,005820,KOSPI
윌비스,008600,KOSPI
유니드,014830,KOSPI
유니드비티플러스,446070,KOSPI
유니온,000910,KOSPI
유니온머티리얼,047400,KOSPI
유니켐,011330,KOSPI
유니퀘스트,077500,KOSPI
유성기업,002920,KOSPI
유수홀딩스,000700,KOSPI
유엔젤,072130,KOSPI
이건산업,008250,KOSPI
이구산업,025820,KOSPI
이노션,214320,KOSPI
이리츠코크렙,088260,KOSPI
이수스페셜티케미컬,457190,KOSPI
이수페타시스,007660,KOSPI
이스타코,015020,KOSPI
이엔플러스,074610,KOSPI
이월드,084680,KOSPI
이지스레지던스리츠,350520,KOSPI
이지스밸류플러스리츠,334890,KOSPI
이화산업,000760,KOSPI
인디에프,014990,KOSPI
인지컨트롤스,023800,KOSPI
인터지스,129260,KOSPI
인팩,023810,KOSPI
일동홀딩스,000230,KOSPI
일성아이에스,003120,KOSPI
일신방직,003200,KOSPI
일신석재,007110,KOSPI
일양약품,007570,KOSPI
일양약품우,007575,KOSPI
일진다이아,081000,KOSPI
일진디스플,020760,KOSPI
일진전기,103590,KOSPI
일진하이솔루스,271940,KOSPI
일진홀딩스,015860,KOSPI
잇츠한불,226320,KOSPI
자이에스앤디,317400,KOSPI
자화전자,033240,KOSPI
전방,000950,KOSPI
제이알글로벌리츠,348950,KOSPI
제이에스코퍼레이션,194370,KOSPI
제일기획,030000,KOSPI
제일약품,271980,KOSPI
제일연마,001560,KOSPI
제일파마홀딩스,002620,KOSPI
제주항공,089590,KOSPI
조광페인트,004910,KOSPI
조광피혁,004700,KOSPI
조비,001550,KOSPI
조일알미늄,018470,KOSPI
조흥,002600,KOSPI
종근당,185750,KOSPI
종근당홀딩스,001630,KOSPI
주성코퍼레이션,109070,KOSPI
주연테크,044380,KOSPI
지누스,013890,KOSPI
지엠비코리아,013870,KOSPI
지역난방공사,071320,KOSPI
진도,088790,KOSPI
진양산업,003780,KOSPI
진양폴리,010640,KOSPI
진양홀딩스,100250,KOSPI
진에어,272450,KOSPI
진원생명과학,011000,KOSPI
진흥기업,002780,KOSPI
진흥기업2우B,002787,KOSPI
진흥기업우B,002785,KOSPI
참엔지니어링,009310,KOSPI
천일고속,000650,KOSPI
체시스,033250,KOSPI
카카오뱅크,323410,KOSPI
카카오페이,377300,KOSPI
카프로,006380,KOSPI
케이뱅크,279570,KOSPI
케이비아이동국실업,001620,KOSPI
케이씨,029460,KOSPI
케이씨텍,281820,KOSPI
케이카,381970,KOSPI
케이탑리츠,145270,KOSPI
코람코더원리츠,417310,KOSPI
코람코라이프인프라리츠,357120,KOSPI
코리아써우,007815,KOSPI
코리아써키트,007810,KOSPI
코리아써키트2우B,00781K,KOSPI
코리안리,003690,KOSPI
코스맥스,192820,KOSPI
코스맥스비티아이,044820,KOSPI
코아스,071950,KOSPI
코오롱,002020,KOSPI
코오롱글로벌,003070,KOSPI
코오롱글로벌우,003075,KOSPI
코오롱우,002025,KOSPI
코오롱인더,120110,KOSPI
코오롱인더우,120115,KOSPI
코웨이,021240,KOSPI
콘텐트리중앙,036420,KOSPI
콜마홀딩스,024720,KOSPI
쿠쿠홀딩스,192400,KOSPI
쿠쿠홈시스,284740,KOSPI
크라운제과,264900,KOSPI
크라운제과우,26490K,KOSPI
크라운해태홀딩스,005740,KOSPI
크라운해태홀딩스우,005745,KOSPI
키다리스튜디오,020120,KOSPI
태경비케이,014580,KOSPI
태경산업,015890,KOSPI
태경케미컬,006890,KOSPI
태광산업,003240,KOSPI
태림포장,011280,KOSPI
태양금속,004100,KOSPI
태양금속우,004105,KOSPI
태원물산,001420,KOSPI
테이팩스,055490,KOSPI
텔코웨어,078000,KOSPI
토니모리,214420,KOSPI
트리니티항공,091810,KOSPI
티에이치엔,019180,KOSPI
티엠씨,217590,KOSPI
티와이홀딩스,363280,KOSPI
티와이홀딩스우,36328K,KOSPI
티웨이홀딩스,004870,KOSPI
파라다이스,034230,KOSPI
파미셀,005690,KOSPI
팜스코,036580,KOSPI
팜젠사이언스,004720,KOSPI
팬오션,028670,KOSPI
퍼스텍,010820,KOSPI
퍼시스,016800,KOSPI
페이퍼코리아,001020,KOSPI
평화산업,090080,KOSPI
평화홀딩스,010770,KOSPI
포스코DX,022100,KOSPI
포스코스틸리온,058430,KOSPI
포스코인터내셔널,047050,KOSPI
풀무원,017810,KOSPI
풍산홀딩스,005810,KOSPI
프리티,006490,KOSPI
플레이그램,009810,KOSPI
하나투어,039130,KOSPI
하이브,352820,KOSPI
하이스틸,071090,KOSPI
하이트진로,000080,KOSPI
하이트진로2우B,000087,KOSPI
하이트진로홀딩스,000140,KOSPI
하이트진로홀딩스우,000145,KOSPI
한국공항,005430,KOSPI
한국내화,010040,KOSPI
한국단자,025540,KOSPI
한국무브넥스,010100,KOSPI
한국석유,004090,KOSPI
한국수출포장,002200,KOSPI
한국쉘석유,002960,KOSPI
한국앤컴퍼니,000240,KOSPI
한국자산신탁,123890,KOSPI
한국전자홀딩스,006200,KOSPI
한국제지,027970,KOSPI
한국종합기술,023350,KOSPI
한국주강,025890,KOSPI
한국주철관,000970,KOSPI
한국카본,017960,KOSPI
한국콜마,161890,KOSPI
한국타이어앤테크놀로지,161390,KOSPI
한국토지신탁,034830,KOSPI
한국특강,007280,KOSPI
한국화장품,123690,KOSPI
한국화장품제조,003350,KOSPI
한농화성,011500,KOSPI
한독,002390,KOSPI
한미글로벌,053690,KOSPI
한미사이언스,008930,KOSPI
한미약품,128940,KOSPI
한샘,009240,KOSPI
한섬,020000,KOSPI
한성기업,003680,KOSPI
한세실업,105630,KOSPI
한세엠케이,069640,KOSPI
한세예스24홀딩스,016450,KOSPI
한솔로지스틱스,009180,KOSPI
한솔제지,213500,KOSPI
한솔케미칼,014680,KOSPI
한솔테크닉스,004710,KOSPI
한솔홀딩스,004150,KOSPI
한솔홈데코,025750,KOSPI
한신공영,004960,KOSPI
한신기계,011700,KOSPI
한온시스템,018880,KOSPI
한익스프레스,014130,KOSPI
한일시멘트,300720,KOSPI
한일홀딩스,003300,KOSPI
한전KPS,051600,KOSPI
한전기술,052690,KOSPI
한전산업,130660,KOSPI
한진,002320,KOSPI
한진칼,180640,KOSPI
한진칼우,18064K,KOSPI
한창,005110,KOSPI
한창제지,009460,KOSPI
한컴라이프케어,372910,KOSPI
한화,000880,KOSPI
한화3우B,00088K,KOSPI
한화갤러리아,452260,KOSPI
한화갤러리아우,45226K,KOSPI
한화리츠,451800,KOSPI
한화비전,489790,KOSPI
한화솔루션,009830,KOSPI
한화솔루션우,009835,KOSPI
한화시스템,272210,KOSPI
한화엔진,082740,KOSPI
해성디에스,195870,KOSPI
핸즈코퍼레이션,143210,KOSPI
현대그린푸드,453340,KOSPI
현대로템,064350,KOSPI
현대리바트,079430,KOSPI
현대백화점,069960,KOSPI
현대비앤지스틸,004560,KOSPI
현대약품,004310,KOSPI
현대엘리베이터,017800,KOSPI
현대위아,011210,KOSPI
현대제철,004020,KOSPI
현대지에프홀딩스,005440,KOSPI
현대코퍼레이션,011760,KOSPI
현대코퍼레이션홀딩스,227840,KOSPI
현대퓨처넷,126560,KOSPI
현대해상,001450,KOSPI
형지엘리트,093240,KOSPI
혜인,003010,KOSPI
호전실업,111110,KOSPI
호텔신라,008770,KOSPI
호텔신라우,008775,KOSPI
화승알앤에이,378850,KOSPI
화승엔터프라이즈,241590,KOSPI
화승인더,006060,KOSPI
화승코퍼레이션,013520,KOSPI
화신,010690,KOSPI
화인베스틸,133820,KOSPI
화천기계,010660,KOSPI
화천기공,000850,KOSPI
황금에스티,032560,KOSPI
효성,004800,KOSPI
효성ITX,094280,KOSPI
효성티앤씨,298020,KOSPI
후성,093370,KOSPI
휴니드,005870,KOSPI
휴비스,079980,KOSPI
휴스틸,005010,KOSPI
흥아해운,003280,KOSPI
